cod_local; endereco_formatado; lat; lng
03033; AV. GENERAL ATALIBA LEONEL, 0, Sao Paulo, SP ; -23.5082143; -46.6261884 
03034; AV GENERAL ATALIBA LEONEL, 0, Sao Paulo, SP ; -23.5082143; -46.6261884 
03035; AVENIDA FUAD LUTFALLA, 0, Sao Paulo, SP ; -23.48918; -46.7101747 
03036; AV. FUAD LUTFALLA, 0, Sao Paulo, SP ; -23.48918; -46.7101747 
03037; AV LUIZ DUMOND VILLARES, 0, Sao Paulo, SP ; -23.5014157; -46.615276 
03038; AV. PAULA FERREIRA, 0, Sao Paulo, SP ; -23.5015639; -46.6994395 
03039; AV. PAULA FERREIRA, 0, Sao Paulo, SP ; -23.5015639; -46.6994395 
03040; AV. ANTONIO BATUIRA, 0, Sao Paulo, SP ; -23.5589205; -46.7063794 
03041; AV RAIMUNDO P. DE MAGALHAES, 0, Sao Paulo, SP ; -23.520372; -46.711487 
03042; AV RAIMUNDO P DE MAGALHAES, 0, Sao Paulo, SP ; -23.520372; -46.711487 
03047; AV. FRANCISCO MATARAZZO, 1500, Sao Paulo, SP ; -23.5258109; -46.6768803 
03048; AV. FRANCISCO MATARAZZO, 1500, Sao Paulo, SP ; -23.5258109; -46.6768803 
03050; AV. NADIR DIAS DE FIGUEIREDO, 0, Sao Paulo, SP ; -23.5165802; -46.5952224 
03051; AV. NADIR DIAS DE FIGUEIREDO, 0, Sao Paulo, SP ; -23.5165802; -46.5952224 
03052; AV. BRAS LEME, 0, Sao Paulo, SP ; -23.5151808; -46.6536737 
03053; AV. PACAEMBU, 0, Sao Paulo, SP ; -23.5320485; -46.6612302 
03054; AV. PACAEMBU, 0, Sao Paulo, SP ; -23.5320485; -46.6612302 
03055; AV. CRUZEIRO DO SUL, 0, Sao Paulo, SP ; -23.532586; -46.62523 
03056; AV. CRUZEIRO DO SUL, 0, Sao Paulo, SP ; -23.532586; -46.62523 
03057; AV. ZAKI NARCHI, 0, Sao Paulo, SP ; -23.511574; -46.6248966 
03058; AV. ZAKI NARCHI, 0, Sao Paulo, SP ; -23.511574; -46.6248966 
03059; RUA MONTE PASCAL, 0, Sao Paulo, SP ; -23.5212678; -46.7193529 
03060; RUA MONTE PASCAL, 0, Sao Paulo, SP ; -23.5212678; -46.7193529 
03061; AV. ERMANO MARCHETTI, 0, Sao Paulo, SP ; -23.5138014; -46.7023128 
03062; AV. ERMANO MARCHETTI, 0, Sao Paulo, SP ; -23.5138014; -46.7023128 
03063; AV. ERMANO MARCHETTI, 0, Sao Paulo, SP ; -23.5138014; -46.7023128 
03064; AV. ERMANO MARCHETTI, 0, Sao Paulo, SP ; -23.5138014; -46.7023128 
03065; AV. QUEIROZ FILHO, 0, Sao Paulo, SP ; -23.5366651; -46.7195607 
03066; AV. QUEIROZ FILHO, 0, Sao Paulo, SP ; -23.5366651; -46.7195607 
03067; RUA NORMA PIERUCCINI GIANNOTTI, 0, Sao Paulo, SP ; -23.522971; -46.6507817 
03068; R. NORMA PIERUCCINI GIANNOTTI, 0, Sao Paulo, SP ; -23.522971; -46.6507817 
03069; RUA NORMA PIERUCCINI GIANNOTTI, 0, Sao Paulo, SP ; -23.522971; -46.6507817 
03071; AV. RUDGE, 0, Sao Paulo, SP ; -23.5273439; -46.6478727 
03072; AV. RUDGE, 0, Sao Paulo, SP ; -23.5273439; -46.6478727 
03073; R.DESEMBARGADOR PAULO PASSALAQUA APOSPCA HELENA SGARBI , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03074; RUA CURUCA, 0, Sao Paulo, SP ; -23.5100633; -46.5948407 
03075; AV. ERMANO MARCHETTI, 0, Sao Paulo, SP ; -23.5138014; -46.7023128 
03076; AV. ERMANO MARCHETTI, 0, Sao Paulo, SP ; -23.5138014; -46.7023128 
03077; AV. ERMANO MARCHETTI, 0, Sao Paulo, SP ; -23.5138014; -46.7023128 
03078; AV. ERMANO MARCHETTI, 0, Sao Paulo, SP ; -23.5138014; -46.7023128 
03079; AV. INAJAR DE SOUZA, 0, Sao Paulo, SP ; -23.5049614; -46.6885468 
03080; AV. INAJAR DE SOUZA, 2, Sao Paulo, SP ; -23.5049614; -46.6885468 
03081; AV. INAJAR DE SOUZA, 0, Sao Paulo, SP ; -23.5049614; -46.6885468 
03082; AV. INAJAR DE SOUZA, 0, Sao Paulo, SP ; -23.5049614; -46.6885468 
03083; AV. INAJAR DE SOUZA, 0, Sao Paulo, SP ; -23.5049614; -46.6885468 
03084; AV.RAIMUNDO PEREIRA DE MAGALHAES, 0, Sao Paulo, SP ; -23.520372; -46.711487 
03085; AV.RAIMUNDO PEREIRA DE MAGALHAES, 0, Sao Paulo, SP ; -23.520372; -46.711487 
03086; AV.RAIMUNDO PEREIRA DE MAGALHAES, 0, Sao Paulo, SP ; -23.520372; -46.711487 
03087; AV. ANTARTICA, 5, Sao Paulo, SP ; -23.5217612; -46.6679548 
03088; AV. GEN. EDGAR FACO, 1179, Sao Paulo, SP ; -23.4960288; -46.7081905 
03089; AV. GEN. EDGAR FACO, 1179, Sao Paulo, SP ; -23.4960288; -46.7081905 
03090; AV GEN EDGAR FACO, 0, Sao Paulo, SP ; -23.4986333; -46.7070233 
03091; AV. GEN. EDGAR FACO, 0, Sao Paulo, SP ; -23.4986333; -46.7070233 
03092; AV. GASTAO VIDIGAL, 4, Sao Paulo, SP ; -23.5592285; -46.3700818 
03093; AV. OLAVO FONTOURA, 1400, Sao Paulo, SP ; -23.5143142; -46.637479 
03094; ESTRADA TURISTICA DO JARAGUA, 0, Sao Paulo, SP ; -23.4631207; -46.7534069 
03095; ESTRADA TURISTICA DO JARAGUA, 0, Sao Paulo, SP ; -23.4631207; -46.7534069 
03187; AVENIDA GUILHERME COTCHINGRUA ALCANTARA , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03192; AV. SUMARER DR HOMEM DE MELO , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03193; AV. SUMARER. VANDERLEI , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03194; AV. GUILHERME COTCHINGR. ALCANTARA , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03195; AV. DIOGENES RIBEIRO DE LIMAR. DA. ELISA DE M.MENDES , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03196; R.TURIASSUAV. POMPEIA , 0, Sao Paulo, SP ; -23.5263031; -46.6823779 
03197; R. TURIASSUAV. POMPEIA , 0, Sao Paulo, SP ; -23.5263031; -46.6823779 
03198; R. GUAICURUSR. CATAO, 0, Sao Paulo, SP ; -23.5231751; -46.6872616 
03200; AV. INDIANOPOLIS, 0, Sao Paulo, SP ; -23.6007391; -46.6579328 
03201; R SENA MADUREIRA, 0, Sao Paulo, SP ; -23.5922474; -46.636766 
03202; AVENIDA DO ESTADO, 0, Sao Paulo, SP ; -23.5422409; -46.6288909 
03203; AV. RUBEM BERTA, 6, Sao Paulo, SP ; -23.6004322; -46.6511423 
03204; AVENIDA MOREIRA GUIMARAES, 0, Sao Paulo, SP ; -23.607613; -46.6528343 
03205; AVENIDA IBIRAPUERA, 1.777, Sao Paulo, SP ; -23.6007639; -46.6592333 
03206; AV. IBIRAPUERA, 1777, Sao Paulo, SP ; -23.6007639; -46.6592333 
03207; AVENIDA IBIRAPUERA, 3.170, Sao Paulo, SP ; -23.6100228; -46.6684306 
03208; AV. IBIRAPUERA, 3170, Sao Paulo, SP ; -23.6100228; -46.6684306 
03209; AVENIDA IBIRAPUERA, 3.398, Sao Paulo, SP ; -23.6112103; -46.6695306 
03210; AV. IBIRAPUERA, 3398, Sao Paulo, SP ; -23.6112103; -46.6695306 
03211; AV. CORIFEU DE AZEVEDO MARQUES, 0, Sao Paulo, SP ; -23.5691891; -46.7153776 
03212; AV. CORIFEU DE AZEVEDO MARQUES, 0, Sao Paulo, SP ; -23.5691891; -46.7153776 
03213; AV. PROF. FRANCISCO MORATO, 0, Sao Paulo, SP ; -23.5727711; -46.7048985 
03214; AV. PROF. FRANCISCO MORATO, 0, Sao Paulo, SP ; -23.5727711; -46.7048985 
03215; AV. GIOVANNI GRONCHI, 0, Sao Paulo, SP ; -23.5990896; -46.7085468 
03216; AV. GIOVANNI GRONCHI, 0, Sao Paulo, SP ; -23.5990896; -46.7085468 
03217; AV PROF FRANCISCO MORATO, 0, Sao Paulo, SP ; -23.5727711; -46.7048985 
03218; AV PROF FRANCISCO MORATO, 0, Sao Paulo, SP ; -23.5727711; -46.7048985 
03219; AVENIDA WASHINGTON LUIS, 0, Sao Paulo, SP ; -23.6614682; -46.7052342 
03220; AVENIDA WASHINGTON LUIS, 0, Sao Paulo, SP ; -23.6614682; -46.7052342 
03221; AV PRES TANCREDO NEVES, 0, Sao Paulo, SP ; -23.6057279; -46.6049779 
03222; AV PRES TANCREDO NEVES, 0, Sao Paulo, SP ; -23.6057279; -46.6049779 
03223; AVENIDA INTERLAGOS, 4400, Sao Paulo, SP ; -23.6880913; -46.6967519 
03225; ESTRADA DO M BOI MIRIM, 0, Sao Paulo, SP ; -23.668636; -46.733684 
03226; ESTRADA DO M BOI MIRIM, 0, Sao Paulo, SP ; -23.668636; -46.733684 
03227; ESTRADA DO M BOI MIRIM, 0, Sao Paulo, SP ; -23.668636; -46.733684 
03228; ESTRADA DO M BOI MIRIM, 0, Sao Paulo, SP ; -23.668636; -46.733684 
03229; RUA SAO RAIMUNDO, 2300, Sao Paulo, SP ; -23.6100064; -46.5603888 
03230; AV VINTE E TRES DE MAIO, 1, Sao Paulo, SP ; -23.4351719; -46.5722121 
03231; AV VINTE E TRES DE MAIO, 3, Sao Paulo, SP ; -23.5831506; -46.6523401 
03234; ESTRADA DO M BOI MIRIM, 1457, Sao Paulo, SP ; -23.720021; -46.7852512 
03235; AVENIDA INDIANOPOLIS, 0, Sao Paulo, SP ; -23.6007391; -46.6579328 
03236; RUA SENA MADUREIRA, 1355, Sao Paulo, SP ; -23.592675; -46.6482491 
03237; AV. VINTE E TRES DE MAIO, 1, Sao Paulo, SP ; -23.4351719; -46.5722121 
03238; AV. VINTE E TRES DE MAIO, 3, Sao Paulo, SP ; -23.5831506; -46.6523401 
03239; AVENIDA DO ESTADO, 0, Sao Paulo, SP ; -23.5422409; -46.6288909 
03240; AV. MOREIRA GUIMARAES, 0, Sao Paulo, SP ; -23.607613; -46.6528343 
03241; AV. WASHINGTON LUIS, 0, Sao Paulo, SP ; -23.6614682; -46.7052342 
03242; AV. ENG. ARMANDO DE ARRUDA PEREIRA, 0, Sao Paulo, SP ; -23.6758746; -46.6290694 
03243; AV. ENG. ARMANDO DE ARRUDA PEREIRA, 0, Sao Paulo, SP ; -23.6758746; -46.6290694 
03244; AV. MOREIRA GUIMARAES, 5, Sao Paulo, SP ; -23.6064722; -46.6514333 
03245; AVENIDA GUARAPIRANGA, 1389, Sao Paulo, SP ; -23.6813459; -46.7351392 
03246; AV. GUARAPIRANGA, 0, Sao Paulo, SP ; -23.6687156; -46.7334505 
03247; ESTR DO M BOI MIRIM, 4873, Sao Paulo, SP ; -23.6883517; -46.7722079 
03391; AVENIDA DO ESTADOPCA ALBERTO LION , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03393; AVENIDA DONA BELMIRA MARINR. DR.OSCAR ANDRADE LEMOS , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03394; AV. CORIFEU DE AZEVEDO MARQUESAV.ESCOLA POLITECNICA , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03395; AV. DO ESTADOPCA ALBERTO LION , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03396; R. PEDRO DE TOLEDOR.NAPOLEAO DE BARROS , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03397; AV. DONA BELMIRA MARINR. DR.OSCAR ANDRADE LEMOS , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03398; R. VERGUEIROR DR NICOLAU DE S QUEIROS , 0, Sao Paulo, SP ; -22.5803082; -47.4185337 
03399; R. VERGUEIROAV. PROF NOE DE AZEVEDO , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03400; MARGINAL TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03401; AV DOS BANDEIRANTES, 1, Sao Paulo, SP ; -23.6057831; -46.6791878 
03403; MARGINAL DO RIO PINHEIROS, 0, Sao Paulo, SP ; -23.554297; -46.7188957 
03404; AV. AFONSO D ESCRAGNOLE TAUNAY, 0, Sao Paulo, SP ; -23.6294696; -46.6389741 
03406; MARG DO RIO PINHEIROS, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03407; MARG DO RIO PINHEIROS, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03409; AV. DAS NACOES UNIDAS, 7203, Sao Paulo, SP ; -23.6791576; -46.6961099 
03410; AV DOS BANDEIRANTES, 0, Sao Paulo, SP ; -23.5985041; -46.6878312 
03411; MARG. PINHEIROS, 0, Sao Paulo, SP ; -23.5733908; -46.7007661 
03415; MARG. TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03416; AV DOS BANDEIRANTES, 4, Sao Paulo, SP ; -23.5984952; -46.6878502 
03417; MARG. TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03418; MARG. PINHEIROS, 1, Sao Paulo, SP ; -23.5968533; -46.6973581 
03419; MARG. PINHEIROS, 5, Sao Paulo, SP ; -23.5968533; -46.6973581 
03421; MARGINAL TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03422; AV. DOS BANDEIRANTES, 0, Sao Paulo, SP ; -23.5985041; -46.6878312 
03423; AV. OTAVIANO ALVES DE LIMA, 0, Sao Paulo, SP ; -23.5147781; -46.662128 
03424; AV OTAVIANO ALVES DE LIMA, 4, Sao Paulo, SP ; -23.5147781; -46.662128 
03425; MARGINAL TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03426; AV PRES CASTELO BRANCO, 0, Sao Paulo, SP ; -23.5216301; -46.6383924 
03427; AV. PRES. CASTELO BRANCO, 4, Sao Paulo, SP ; -23.5238434; -46.6062467 
03428; MARGINAL TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03429; MARGINAL TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03431; MARGINAL TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03432; MARGINAL TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03433; MARGINAL TIETE, 0, Sao Paulo, SP ; -23.5299096; -46.7504779 
03434; MARGINAL DO RIO PINHEIROS, 0, Sao Paulo, SP ; -23.554297; -46.7188957 
03435; MARGINAL DO RIO PINHEIROS, 0, Sao Paulo, SP ; -23.554297; -46.7188957 
03436; MARG. RIO PINHEIROS, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03437; MARGINAL PINHEIROS, 0, Sao Paulo, SP ; -23.5733908; -46.7007661 
03438; MARGINAL PINHEIROS, 1, Sao Paulo, SP ; -23.5968533; -46.6973581 
03439; MARGINAL PINHEIROS, 5, Sao Paulo, SP ; -23.5968533; -46.6973581 
03591; AVENIDA DOS BANDEIRANTESAV.MIRUNA , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03593; AVENIDA DAS NACOES UNIDASRUA GURIU , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03594; AV. DOS BANDEIRANTESAL DOS MARACATINS , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03595; AV. DOS BANDEIRANTESAV.MIRUNA , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03596; AV. DOS BANDEIRANTESR.FUNCHAL , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03597; AV. DAS NACOES UNIDASR.GURIU , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03598; ALAMEDA DOS TUPINIQUINSAV DOS BANDEIRANTES , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
03599; AV DOS BANDEIRANTES, 0, Sao Paulo, SP ; -23.5985041; -46.6878312 
04200; AV. ALCANTARA MACHADO, 0, Sao Paulo, SP ; -23.5519625; -46.6249602 
04201; AV. ALCANTARA MACHADO, 0, Sao Paulo, SP ; -23.5519625; -46.6249602 
04202; AV. ARICANDUVA, 0, Sao Paulo, SP ; -23.5379234; -46.5459813 
04203; AV. ARICANDUVA, 9291, Sao Paulo, SP ; -23.578359; -46.4960677 
04204; AV. VINTE E TRES DE MAIO, 0, Sao Paulo, SP ; -23.5834995; -46.6524613 
04205; AV. VINTE E TRES DE MAIO, 0, Sao Paulo, SP ; -23.5834995; -46.6524613 
04206; AV EMBAIXADOR MACEDO SOARES, 0, Sao Paulo, SP ; -23.509526; -46.7091748 
04207; AV SENADOR TEOTONIO VILELA, 0, Sao Paulo, SP ; -23.7013273; -46.7014337 
04208; AV SENADOR TEOTONIO VILELA, 0, Sao Paulo, SP ; -23.7013273; -46.7014337 
04209; AV DOUTOR RICARDO JAFET, 0, Sao Paulo, SP ; -23.5773836; -46.6104355 
04210; AV DOUTOR RICARDO JAFET, 0, Sao Paulo, SP ; -23.5773836; -46.6104355 
04211; AV PROFESSOR NOE DE AZEVEDO, 0, Sao Paulo, SP ; -23.5867941; -46.6351982 
04212; RUA VERGUEIRO, 0, Sao Paulo, SP ; -23.5620534; -46.638796 
04213; R MAURICIO F. KLABIN, 0, Sao Paulo, SP ; -23.5932014; -46.6351688 
04214; AV NACOES UNIDAS , 0, Sao Paulo, SP ; -23.6086577; -46.6974167 
04215; PRACA ALBERTO RANGEL SOB PONTE C.UNIVERSITARIA, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
04216; AV NACOES UNIDAS, 0, Sao Paulo, SP ; -23.6086577; -46.6974167 
04217; AV NACOES UNIDAS, 0, Sao Paulo, SP ; -23.6086577; -46.6974167 
04218; AV NACOES UNIDAS , 0, Sao Paulo, SP ; -23.6086577; -46.6974167 
05000; RUA DA CONSOLACAO, 1245, Sao Paulo, SP ; -23.5495083; -46.6530436 
05001; RUA DA CONSOLACAO A MENOS 70M DO NUMERO 1813 OPOSTO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05002; ELEVADO PR. ARTUR DA COSTA E SILVA A MAIS 60M DO VD CIDADE DE OSAKA, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05003; ELEVADO PR. ARTUR DA COSTA E SILVA A MENOS 80M DO VD CIDADE DE OSAKA, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05004; ELEVADO PRES ARTUR DA COSTA E SILVA A MENOS 40M DA R DA ASSEMBLEIA, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05005; AVENIDA EUSEBIO MATOSO, 632, Sao Paulo, SP ; -23.5715977; -46.6965132 
05006; AV NOVE DE JULHO A MAIS DE 70M DO TUNEL DR DAHER E. CUTAIT, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05007; RUA VERGUEIRO, 363, Sao Paulo, SP ; -23.5652939; -46.6392221 
05008; AVENIDA LIBERDADE, 956, Sao Paulo, SP ; -23.5610104; -46.6386038 
05009; AVENIDA LUIZ DUMONT VILLARES, 324, Sao Paulo, SP ; -23.4994371; -46.61363 
05010; AVENIDA LUIZ DUMONT VILLARES, 200, Sao Paulo, SP ; -23.5004395; -46.6143616 
05011; AVENIDA SANTOS DUMONT, 2241, Sao Paulo, SP ; -23.5067598; -46.6278071 
05012; AV SANTOS DUMONT A MENOS 80M DA PASSARELA GAZETA DA Z. NORTE, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05013; RUA GUAICURUS, 742, Sao Paulo, SP ; -23.5226411; -46.6928528 
05014; RUA TURIASSU, 1799, Sao Paulo, SP ; -23.5286436; -46.6794206 
05015; AV PAULO VI A MAIS DE 70M DO VD DR JOAO TRANCHESI, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05016; AVENIDA ERMANO MARCHETTI, 1023, Sao Paulo, SP ; -23.5146352; -46.7004482 
05017; AVENIDA FRANCISCO MATARAZZO, 979, Sao Paulo, SP ; -23.527489; -46.6721635 
05018; AVENIDA FRANCISCO MATARAZZO, 1350, Sao Paulo, SP ; -23.5262778; -46.6736893 
05020; AVENIDA PACAEMBU, 732, Sao Paulo, SP ; -23.5330544; -46.6615582 
05021; AV SALIM F MALUF, 70, Sao Paulo, SP ; -23.5360244; -46.5829653 
05022; AV VER ABEL FERREIRA A MAIS 60M DA PCA PROF AUGUSTO BAILOT, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05023; AV VER ABEL FERREIRA A MENOS 60M DA PCA PROF AUGUSTO BAILOT, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05024; RUA MELO FREIRE A MENOS 60M DO VIADUTO PIRES DO RIO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05026; AV DR LUIS AYRES A MAIS 70M DO VD ITINGUCU, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05027; AV DR LUIS AYRES A MENOS 70M DO VD ITINGUCU, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05029; AV ARICANDUVA A MAIS 110M DA AV AFONSO DE S. E SOUZA , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05033; AV IBIRAPUERA A MAIS 60M DA RUA PRESTES JOAO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05034; RUA VERGUEIRO, 2469, Sao Paulo, SP ; -23.5833446; -46.6368975 
05035; RUA VERGUEIRO, 2469, Sao Paulo, SP ; -23.5833446; -46.6368975 
05036; RUA DOMINGOS DE MORAIS, 2786, Sao Paulo, SP ; -23.6007919; -46.636772 
05037; RUA DOMINGOS DE MORAIS, 2777, Sao Paulo, SP ; -23.6006305; -46.636549 
05039; AVENIDA JABAQUARA, 240, Sao Paulo, SP ; -23.6061425; -46.6373971 
05040; AVENIDA JABAQUARA, 2180, Sao Paulo, SP ; -23.6235236; -46.6405069 
05042; AVENIDA RICARDO JAFET, 1900, Sao Paulo, SP ; -23.5917788; -46.6209298 
05043; AVENIDA RICARDO JAFET, 2017, Sao Paulo, SP ; -23.5945081; -46.6207095 
05044; AVENIDA NAZARE, 1177, Sao Paulo, SP ; -23.5944718; -46.609933 
05045; AV DOM PEDRO I, 566, Sao Paulo, SP ; -23.5703321; -46.6114455 
05046; AV DOM PEDRO I, 385, Sao Paulo, SP ; -23.5686534; -46.6111033 
05047; AV CARLOS CALDEIRA A MENOS 110M DA R ROGERIO DE PAULA BRITO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05048; AVENIDA PROFESSOR FRANCISCO MORATO, 2300, Sao Paulo, SP ; -23.5851349; -46.7205665 
05049; AVENIDA PROFESSOR FRANCISCO MORATO, 2077, Sao Paulo, SP ; -23.5848935; -46.7187118 
05052; AVENIDA WASHINGTON LUIS, 5995, Sao Paulo, SP ; -23.6290122; -46.6656733 
05053; AVENIDA WASHINGTON LUIS, 6809, Sao Paulo, SP ; -23.6242312; -46.6617759 
05054; AVENIDA WASHINGTON LUIS, 6675, Sao Paulo, SP ; -23.6253757; -46.6620121 
05056; AV PROF VICENTE RAO, 429, Sao Paulo, SP ; -23.6289332; -46.6846592 
05057; AV PRES CASTELO BRANCO A MAIS 70M DA PONTE DAS BANDEIRAS, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05058; AV MARG TIETE, 70, Sao Paulo, SP ; -23.5304033; -46.7504314 
05059; AV ASSIS CHATEAUBRIAND PTA LOCAL A MENOS 70M DA PT DAS BANDEIRAS, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05060; AV MARG TIETE, 70, Sao Paulo, SP ; -23.5304033; -46.7504314 
05061; AV MARG PINHEIROS A MENOS 70M DA PTE ENG ROBERTO R ZUCCOLO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05062; R SAO BONIFACIO A MAIS 70M DA PTE ENG ROBERTO R ZUCCOLO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05063; AVENIDA DOS BANDEIRANTES, 2845, Sao Paulo, SP ; -23.6118148; -46.6730586 
05064; AVENIDA DOS BANDEIRANTES, 3000, Sao Paulo, SP ; -23.6155918; -46.6673162 
06000; R. NOVA BRASILIA, 0, Sao Paulo, SP ; -23.5957272; -46.5059831 
06001; R. NOVA BRASILIA, 0, Sao Paulo, SP ; -23.5957272; -46.5059831 
06002; RUA ANA CLARA, 0, Sao Paulo, SP ; -23.6096403; -46.5328763 
06003; AV ENG HEITOR ANTONIO EIRAS GARCIA, 0, Sao Paulo, SP ; -23.5740407; -46.735779 
06004; AV ENG HEITOR ANTONIO EIRAS GARCIA, 0, Sao Paulo, SP ; -23.5740407; -46.735779 
06005; R. CEL. DIOGO, 0, Sao Paulo, SP ; -23.5783452; -46.6279529 
06006; R. CEL. DIOGO, 0, Sao Paulo, SP ; -23.5783452; -46.6279529 
06007; AV. SADAMU INOUE, 2666, Sao Paulo, SP ; -23.7933184; -46.7293909 
06008; AV. SADAMU INOUE, 2666, Sao Paulo, SP ; -23.7933184; -46.7293909 
